Cre01.g000050	AT4G35590
g15396	*
g15406	*
g15407	*
g15408	*
g15413	*
g15413	*
g15414	*
g15416	AT3G22750
g15419	AT2G45270
g1542	AT3G46640
g1542	AT3G46640
g15425	*
g15426	AT1G65540
g15426	AT1G65540
g15428	*
g1543	AT1G78570
g15432	*
g15433	*
g15433	*
g15434	*
g1544	AT1G74530
g15441	*
g15445	*
g15446	*
g15447	*
g15448	*
g1545	AT1G56310
g15453	AT2G28840
g15454	AT1G52380
g15457	*
g15460	AT2G30460
g15461	*
g15461	*
g15462	*
g15463	*
g15467	AT5G14230
g15469	AT1G05460
g15470	*
g15471	*
g15471	*
g15473	AT1G74770
g15475	*
g15477	*
g15478	*
g15482	AT3G55160
g15483	*
g15486	*
g15489	*
g15490	*
g15491	*
g15492	*
g15493	*
g15496	*
g15497	*
g15498	*
g155	*
g15509	*
g1551	AT1G58190
g15510	AT3G21215
g15511	*
g15515	*
g15518	AT2G17820
g15518	AT2G17820
g1552	*
g15521	*
g15521	*
g15525	*
g15528	*
g15530	*
g15531	*
g15532	*
g15533	*
g15535	*
g15536	*
g15538	*
g1554	AT5G53140
g15540	*
g15543	*
g15544	*
g15545	*
g15546	*
g15558	AT4G27720
g15559	AT2G16940
g15559	*
g15565	*
g15566	*
g15567	*
g15571	*
g15578	AT2G31140
g15579	AT1G26760
g15581	AT1G28210
g15584	AT1G11160
g15585	*
g15589	AT3G20810
g15590	AT5G65450
g15591	AT1G62420
g15592	AT5G61150
g15593	*
g15594	*
g15595	*
g15596	AT5G12400
g15599	AT2G20670
g156	*
g15606	*
g15607	*
g15614	*
g15615	AT5G04590
g15616	AT4G15215
g15617	*
g15619	AT1G80480
g15620	*
g15623	AT1G07960
g15625	AT4G15880
g15626	*
g15628	AT1G27370
g15635	*
g15639	*
g15639	*
g1564	AT3G13224
g15645	*
g15646	*
g15656	*
g15660	*
g15661	*
g15663	*
g15669	*
g15671	AT3G61300
g15673	*
g15674	AT5G56730
g15675	AT1G60420
g15677	AT5G66750
g15677	AT5G26180
g15678	*
g15679	*
g15682	*
g15688	AT3G53130
g15688	*
g15690	*
g15692	AT5G38710
g15694	*
g15696	AT3G53730
g15699	AT2G37280
g15706	*
g15714	AT3G16770
g15715	AT3G13320
g15721	*
g15723	AT5G02860
g15724	AT5G24870
g15724	AT5G24870
g15726	AT1G07660
g1573	AT2G47070
g15736	*
g15739	AT4G09320
g15745	AT1G61570
g15752	*
g15752	*
g15757	AT2G27940
g1576	*
g15765	*
g15769	*
g15775	*
g1578	*
g15781	*
g15783	*
g15789	AT1G49600
g1579	*
g15794	*
g15797	AT5G19330
g158	*
g1580	*
g15805	AT5G18790
g15808	*
g15812	*
g15812	*
g15815	*
g15817	*
g15817	*
g15823	*
g15825	*
g15834	AT2G39650
g15838	AT3G26570
g15840	*
g15841	*
g15842	*
g15844	*
g15845	AT2G29940
g15848	*
g15856	*
g15856	*
g15856	*
g15856	*
g15867	*
g15868	AT1G59820
g15877	*
g15890	*
g15898	*
g15899	*
g15899	*
g15901	*
g15904	*
g15905	*
g15905	*
g15909	AT1G65410
g15913	*
g15919	*
g15929	AT4G35780
g15932	AT4G19900
g15932	AT4G19900
g15934	*
g15935	*
g15935	*
g1594	AT5G23200
g15946	AT3G47370
g15951	AT5G48330
g15951	AT5G48330
g15952	*
g15953	*
g15954	*
g15955	*
g15956	*
g15962	*
g15969	*
g15975	*
g15977	*
g15981	AT5G51840
g15983	*
g15986	*
g15988	*
g1599	*
g1600	*
g16000	AT4G36960
g16003	AT2G41500
g16004	AT3G07300
g16005	*
g1601	*
g16012	*
g16013	AT1G33360
g16016	AT3G61320
g16019	*
g16026	*
g16029	AT5G16040
g1603	*
g16033	AT1G02120
g16036	*
g1604	*
g16042	AT5G14670
g16064	*
g16078	AT4G31600
g16078	AT4G31600
g16082	AT3G57520
g16082	AT3G57520
g16086	*
g16088	*
g16091	*
g16097	*
g161	*
g1610	AT1G75670
g16100	*
g16101	*
g16102	*
g16105	*
g16106	*
g16108	*
g16109	*
g16110	*
g16111	AT4G20520
g16114	AT2G01690
g16115	AT5G19300
g16116	*
g16117	AT1G79940
g16118	*
g16119	AT3G56120
g16120	AT2G25070
g16121	AT4G30820
g16121	AT4G30820
g16122	AT1G65290
g16123	*
g16124	AT5G11850
g16125	*
g16126	AT3G17670
g16127	AT4G23750
g16127	AT4G23750
g16129	AT4G22140
g1613	AT1G80680
g16130	AT1G61790
g16131	AT2G01970
g16132	AT1G10840
g16133	*
g16134	AT5G50850
g16135	AT5G67300
g16135	AT5G67300
g16136	*
g16137	*
g16138	AT1G54110
g16139	AT5G16750
g1614	*
g16140	*
g16141	*
g16142	AT5G55000
g16142	AT5G55000
g16143	*
g16144	*
g16145	AT2G27200
g16146	*
g16147	AT1G74150
g16148	*
g16149	AT1G63440
g16150	AT1G49860
g16151	*
g16152	AT2G39810
g16153	AT5G14520
g16154	*
g16155	*
g16156	*
g16157	AT4G37130
g16158	AT1G05500
g16159	*
g16160	*
g16161	*
g16165	AT5G26680
g16166	*
g16176	AT2G35690
g16182	AT1G61780
g16184	*
g16190	*
g16191	*
g16193	*
g16193	*
g16208	*
g16208	*
g16209	*
g16210	*
g16214	*
g16216	*
g16221	AT5G44310
g16223	AT1G04080
g16226	*
g16227	*
g16242	*
g16246	*
g16247	*
g16251	*
g16253	*
g16253	*
g16253	*
g16265	*
g16267	*
g16268	*
g16270	AT4G39870
g16277	*
g16278	AT4G33925
g16284	*
g16287	*
g16288	AT4G25450
g1629	*
g16305	AT3G02850
g16306	*
g16307	*
g16309	AT4G03560
g16310	AT4G03560
g16311	*
g16312	*
g16313	*
g16319	*
g16323	*
g16324	*
g16336	*
g16338	*
g16345	AT3G54280
g16346	AT4G13220
g16347	*
g16353	AT1G04730
g16355	AT5G43340
g16363	AT3G25400
g16365	AT4G34310
g16366	*
g16371	*
g16372	*
g16374	AT4G36210
g16376	AT5G65450
g16379	AT2G46520
g16387	AT1G74150
g16387	AT1G74150
g16397	*
g164	AT4G20520
g1640	*
g16408	*
g16410	AT3G18040
g16414	*
g16422	AT2G42200
g16423	*
g16424	AT5G08030
g16430	*
g16444	AT1G12410
g16451	AT5G12940
g16451	AT4G20140
g16452	*
g16453	AT4G27780
g16455	AT1G65430
g1646	AT3G27925
g16462	AT5G66005
g16463	*
g16469	AT5G57110
g16470	AT5G67590
g16471	*
g16476	*
g16477	*
g1649	*
g1650	AT3G06650
g16518	AT1G09760
g16526	AT5G08470
g16528	AT4G12620
g16529	*
g16530	AT4G12620
g16544	*
g16551	AT1G80160
g16557	*
g16557	*
g16573	*
g16573	*
g16576	*
g16580	*
g16589	*
g16593	AT5G46070
g16598	*
g16601	*
g16607	AT5G45680
g16607	AT5G45680
g16609	AT4G20760
g16609	AT4G20760
g16614	*
g16616	AT3G02380
g16620	*
g16620	*
g16620	*
g16623	*
g16628	*
g16639	*
g1664	AT5G02310
g16640	*
g16646	AT1G53310
g16649	AT2G45490
g1665	AT3G03790
g16651	AT3G48410
g16652	*
g16659	*
g1666	*
g16660	*
g16665	AT4G27030
g16674	AT2G45490
g16676	*
g16677	*
g16678	*
g16686	AT3G18890
g16694	*
g16696	*
g16697	AT5G16780
g16698	*
g16699	*
g167	*
g167	*
g16700	*
g16700	*
g16701	*
g16702	AT5G10330
g16703	AT3G45850
g16704	*
g16705	*
g16706	*
g16706	*
g16707	*
g16708	*
g16709	*
g1671	*
g16710	AT2G01490
g16711	AT4G35740
g16711	AT4G35740
g16712	*
g16713	AT3G62910
g16714	AT5G20720
g16715	AT3G59390
g16716	*
g16717	AT2G45490
g16719	AT2G45490
g16720	AT2G45490
g16721	AT3G07980
g16721	AT3G07980
g16722	*
g16723	*
g16724	AT4G27630
g16724	AT4G27630
g16725	AT4G11720
g16726	AT2G43120
g16727	*
g16728	*
g16729	AT5G64730
g16730	*
g16731	*
g16732	AT5G55160
g16733	AT5G55160
g16734	AT5G55160
g16734	AT5G55160
g16735	*
g16736	*
g16737	AT4G28470
g16738	AT2G45490
g16739	AT5G61380
g16740	*
g16740	*
g16741	AT5G21274
g16742	AT3G26570
g16742	AT3G26570
g16743	AT2G17700
g16744	AT3G16000
g16745	*
g16746	*
g16746	*
g16746	*
g16747	*
g16748	*
g16749	*
g16750	*
g16751	*
g16753	*
g16754	*
g16755	*
g16756	AT4G17483
g16757	AT5G39410
g16758	AT1G31800
g16759	*
g16760	*
g16761	AT2G33630
g16762	*
g16764	*
g16764	*
g16765	*
g16766	AT3G04710
g16767	*
g16768	*
g16769	*
g16770	AT2G02500
g16771	AT1G14030
g16772	AT3G58640
g16773	*
g16774	AT5G66160
g16775	AT4G24920
g16776	*
g16777	*
g16778	AT3G62260
g16779	AT1G52160
g1678	AT3G28730
g16780	*
g16781	*
g16782	*
g16783	*
g16784	AT1G78010
g16785	AT3G53410
g16786	*
g16787	AT3G48150
g16788	*
g16789	AT1G79570
g16790	*
g16791	*
g16792	*
g16793	AT5G65160
g16794	*
g16795	*
g16796	AT4G21192
g16797	*
g16798	AT1G33290
g16799	*
g168	*
g16800	AT1G73170
g16801	*
g16802	AT1G79900
g16803	AT3G14390
g16804	AT5G04910
g16805	AT1G54115
g16806	*
g16807	*
g16808	*
g16809	AT1G23800
g16810	AT2G44580
g16811	*
g16812	*
g16813	*
g16814	*
g16815	AT1G01040
g16816	*
g16817	*
g16818	AT5G16780
g16819	*
g16819	*
g16820	AT5G46630
g16821	AT1G30270
g16822	*
g16822	*
g16823	*
g16824	AT5G16780
g16824	AT5G16780
g16825	*
g16826	*
g16827	*
g16827	*
g16827	*
g16828	AT4G34870
g16829	*
g16830	*
g16831	*
g16831	*
g16831	*
g16832	*
g16833	AT2G45490
g16834	*
g16835	*
g16835	*
g16836	*
g16836	*
g16837	*
g16838	AT5G23440
g16839	*
g16839	*
g16839	*
g16840	AT1G53900
g16841	*
g16841	*
g16842	*
g16843	*
g16844	AT3G27960
g16845	*
g16846	AT5G19820
g16847	AT1G19660
g16848	*
g16849	AT5G01920
g16850	*
g16851	*
g16852	AT2G25490
g16853	*
g16854	AT4G23630
g16855	*
g16856	*
g16857	*
g16858	AT3G48440
g16859	AT1G48410
g1686	AT1G55870
g16860	AT3G01660
g16861	AT5G49030
g16862	*
g16863	AT3G57630
g16864	*
g16864	*
g16864	*
g16865	AT1G70330
g16866	*
g16866	*
g16867	*
g16868	*
g16869	*
g16870	AT5G62740
g16871	AT1G09640
g16871	AT1G09640
g16872	*
g16873	AT1G66080
g16873	AT1G66080
g16874	*
g16875	*
g16876	AT2G29990
g16877	*
g16877	*
g16878	AT2G38560
g16879	AT1G07110
g16879	AT1G07110
g16880	AT3G08910
g16881	AT5G10190
g16882	AT3G06630
g16883	*
g16884	*
g16886	*
g16887	*
g16888	AT5G20120
g16889	AT3G60240
g16897	*
g169	*
g16901	*
g1691	*
g16913	*
g16921	*
g16926	AT3G03420
g16933	AT5G43270
g16934	AT5G58240
g16935	AT1G19260
g16936	*
g16937	*
g1694	AT3G24315
g16942	*
g16947	*
g16951	*
g16954	*
g16955	*
g16955	*
g1697	*
g16970	*
g16974	*
g16976	*
g16980	AT2G45490
g16981	AT3G18750
g16985	*
g1699	AT1G07030
g17	AT3G03550
g170	*
g17001	AT4G27090
g17004	AT2G25100
g17004	AT2G25100
g17008	*
g17010	AT4G15000
g17011	AT2G43710
g17012	*
g17016	*
g17017	*
g17019	*
g17020	*
g17021	*
g17032	*
g17038	AT4G03560
g17041	*
g17044	*
g17045	*
g17047	*
g17048	AT3G56350
g17053	*
g17055	*
g17058	*
g17066	*
g17067	*
g1707	*
g17084	*
g17090	*
g17094	*
g1710	*
g17102	*
g17106	*
g17111	AT1G03650
g17113	AT3G19020
g17113	AT3G19020
g17117	AT1G03190
g17125	AT1G74150
g17141	AT3G16620
g17142	*
g17143	*
g17148	*
g1715	*
g1715	*
g17150	AT5G27280
g17152	*
g17153	*
g17156	*
g1716	*
g17160	AT5G67560
g17167	AT3G45980
g17168	AT5G59690
g17169	AT4G40030
g1719	AT5G26570
g1719	AT5G26570
g17193	*
g17194	AT3G63260
g17198	AT5G15550
g17200	*
g17202	*
g17203	*
g17205	AT3G45980
g17210	*
g17211	*
g17212	AT4G01940
g17219	AT4G25030
g17227	AT3G61750
g17230	*
g17231	*
g17232	*
g17233	*
g17236	AT1G51060
g17241	AT1G26660
g17245	*
g17247	AT5G57990
g1725	*
g17254	*
g17259	*
g17263	*
g17265	AT5G49470
g17268	*
g17272	*
g17278	*
g17280	AT3G20475
g17283	*
g17285	AT4G22240
g17289	AT5G59690
g17290	AT3G45980
g1730	AT5G39890
g1730	AT2G42670
g17307	AT4G24930
g17313	*
g17317	AT5G46750
g1732	AT5G48650
g17324	*
g17327	*
g17332	*
g17333	*
g17339	AT4G26840
g17344	*
g17346	*
g17347	*
g17348	*
g17349	*
g17349	*
g17352	*
g17359	AT4G35780
g17359	AT4G35780
g17361	AT5G17570
g17362	AT5G47830
g17363	AT3G23610
g17365	AT3G15550
g17366	*
g17368	*
g1737	*
g17370	AT4G04614
g17375	*
g17376	*
g17376	*
g17379	AT3G24840
g17384	AT3G62970
g174	*
g17407	*
g17412	*
g17413	AT5G58575
g17415	*
g17418	AT2G46915
g17419	*
g17420	*
g17421	*
g17422	*
g17423	AT2G46915
g17428	*
g1743	*
g17430	AT3G09310
g17432	*
g17442	AT2G28840
g17444	*
g1745	*
g17454	*
g17455	*
g17457	AT4G22350
g17459	AT4G22285
g1746	*
g17468	AT1G75060
g17469	AT3G60260
g17469	AT3G60260
g17474	AT1G02130
g17478	*
g17480	*
g1749	AT4G20520
g17499	AT5G16750
g1750	*
g1751	*
g17512	*
g17512	*
g17513	*
g17517	*
g17518	AT1G30380
g1752	*
g17524	AT4G25650
g17530	*
g17534	AT3G45180
g17537	AT3G62150
g17542	AT5G56360
g17543	*
g1755	*
g17550	*
g17550	*
g17553	*
g17555	*
g1756	*
g17567	*
g17569	*
g17569	*
g17571	AT1G55320
g17577	*
g17577	*
g17581	*
g17584	*
g17606	AT2G29940
g17606	AT2G29940
g17608	*
g17610	*
g17612	AT1G54960
g17619	*
g1762	*
g17621	*
g17622	*
g1763	*
g1765	AT4G38350
g17653	*
g17662	*
g17662	*
g17677	*
g17678	*
g17679	*
g17680	*
g17681	*
g17684	*
g17686	AT5G45340
g1769	AT1G71500
g17692	AT1G05900
g17698	AT1G19900
g1770	AT5G23630
g17702	*
g17703	*
g17708	AT1G12050
g1771	AT1G60420
g17712	*
g17713	*
g17714	*
g17715	*
g17715	*
g17715	*
g17717	AT1G27320
g17718	*
g17719	*
g1772	AT1G60420
g17720	*
g17726	*
g17727	AT3G01460
g17730	AT3G03320
g17731	AT5G04620
g17732	*
g17733	*
g17736	*
g17737	*
g17738	*
g17740	*
g17748	*
g17749	*
g17751	AT4G33680
g17754	AT3G16620
g1776	AT1G60900
g17761	AT5G45620
g17762	*
g17763	AT4G15530
g17764	*
g17765	*
g17765	*
g17766	*
g17767	AT2G34660
g17769	AT2G36930
g17770	AT1G58440
g17771	*
g17772	*
g17773	*
g17774	*
g17775	*
g17776	*
g17778	*
g17778	*
g17780	*
g17781	*
g17781	*
g17783	*
g17784	AT5G49930
g17784	AT5G49930
g17785	*
g17785	*
g17788	*
g17790	*
g17801	*
g17804	*
g17808	AT5G49470
g17813	*
g17814	*
g17815	*
g17817	*
g17825	AT1G25540
g17835	*
g17836	AT2G42800
g17836	AT2G42800
g17837	*
g17838	AT1G28440
g17841	AT1G34110
g17844	AT5G63930
g17844	AT5G63930
g17846	AT5G46330
g17847	*
g1785	*
g17851	AT5G35525
g17851	AT5G35525
g17851	AT5G35525
g17858	AT5G24510
g1786	*
g17861	AT1G24530
g17865	*
g17873	*
g17878	AT1G16270
g1788	*
g17882	AT1G32070
g17885	*
g17893	AT4G23940
g17894	*
g17895	AT1G48540
g17902	*
g17904	*
g17906	*
g17910	AT5G59250
g17911	AT2G35740
g17912	AT3G16320
g17914	*
g1792	*
g17921	*
g17926	AT5G46330
g17926	AT5G46330
g17929	*
g17937	*
g17943	AT5G49470
g17944	*
g17948	*
g17961	AT4G15180
g17963	*
g17964	*
g17967	*
g17968	*
g1797	*
g17970	*
g17978	*
g17979	*
g17980	*
g17983	*
g17983	*
g17984	*
g17985	AT4G20520
g17985	AT4G20520
g17986	AT5G06530
g17987	*
g17988	*
g17989	*
g1799	*
g17990	*
g17991	AT1G19250
g17992	AT1G67530
g17993	AT3G11630
g17994	*
g17995	*
g17995	*
g17997	*
g17998	*
g17999	AT1G20960
g180	*
g18000	*
g18001	*
g18002	AT3G53010
g18003	*
g18004	*
g18005	AT5G23630
g18006	AT2G37680
g18007	*
g18008	*
g18009	*
g1801	*
g18010	*
g18011	*
g18011	*
g18012	AT1G73210
g18013	AT1G71820
g18014	*
g18015	AT4G38020
g18016	AT4G30720
g18017	*
g18018	*
g18019	*
g1802	*
g18020	*
g18021	*
g18022	*
g18023	AT2G31650
g18023	AT1G05830
g18024	*
g18025	AT1G73670
g18026	*
g18027	AT5G58040
g18028	*
g18029	*
g18030	AT5G45560
g18031	AT5G45560
g18031	AT5G45560
g18032	*
g18033	*
g18034	*
g18035	*
g18036	*
g18037	*
g18038	*
g18039	*
g18039	*
g18040	*
g18041	AT4G02020
g18042	*
g18043	AT3G18630
g18043	AT3G18630
g18044	*
g18045	*
g18046	*
g18047	AT2G42380
g18048	AT4G12910
g18048	AT4G12910
g18049	AT2G29140
g18049	AT2G29140
g18050	AT3G04710
g18051	*
g18052	*
g18053	*
g18054	AT2G25605
g18054	AT2G25605
g18055	*
g18056	AT3G24503
g18057	*
g18058	*
g18059	AT1G73320
g1806	*
g18060	AT1G30825
g18060	AT1G30825
g18061	AT5G37590
g18062	AT4G32900
g18063	AT4G02790
g18064	AT3G63280
g18065	*
g18066	*
g18067	*
g18068	*
g18069	AT5G27410
g1807	*
g18070	*
g18071	AT2G02960
g18072	AT2G33820
g18072	AT2G33820
g18073	AT5G28646
g18074	*
g18074	*
g18075	*
g18076	*
g18077	*
g18078	*
g18079	*
g1808	*
g18080	*
g18081	*
g18082	*
g18083	*
g18084	AT1G36320
g18085	AT5G49940
g18086	*
g18087	*
g18088	*
g18089	*
g1809	*
g1809	*
g18090	AT3G57420
g18091	*
g18092	*
g18092	*
g18093	*
g18094	*
g18095	AT1G21070
g18096	AT5G19980
g18097	AT5G28960
g18098	*
g18099	*
g181	AT3G55580
g1810	*
g18100	*
g18101	*
g18102	*
g18103	AT3G52220
g18104	*
g18105	AT4G19710
g18105	AT4G19710
g18106	AT1G09830
g18107	*
g18108	*
g18109	AT1G09830
g18110	AT1G49710
g18111	*
g18112	*
g18112	*
g18113	AT1G48030
g18113	AT1G48030
g18114	*
g18115	*
g18116	*
g18117	*
g18119	*
g18120	*
g18121	AT2G28620
g18122	AT1G10830
g18123	*
g18124	*
g18125	AT4G13670
g18126	AT1G63690
g18127	*
g18128	AT4G21490
g18128	AT4G21490
g18128	AT4G21490
g18128	AT4G21490
g18129	AT4G35310
g1813	*
g18130	AT3G22750
g18130	AT3G22750
g18131	*
g18132	*
g18134	AT4G34440
g18135	AT5G54100
g18135	AT5G54100
g18135	AT5G54100
g18136	AT3G48540
g18136	AT3G48540
g18137	AT2G39250
g18138	AT2G31010
g1814	*
g18140	*
g18141	AT4G35780
g18142	AT2G31010
g18142	AT4G21410
g18142	AT5G03730
g18142	AT4G35780
g18142	*
g18142	AT4G35780
g18143	AT2G34357
g18143	AT2G34357
g18144	*
g18144	*
g18145	*
g18146	AT5G06120
g18147	AT4G20520
g18148	*
g1815	*
g18151	*
g18152	*
g18153	*
g18154	*
g18155	*
g18156	*
g18157	*
g18158	*
g1816	*
g18160	*
g18161	*
g18162	*
g18163	*
g18165	*
g18166	*
g18167	*
g18168	*
g18169	*
g18170	*
g18171	*
g18172	*
g18173	*
g18174	*
g18175	*
g18176	*
g18177	*
g18178	*
g18179	*
g18180	*
g18182	*
g18183	*
g18184	*
g18185	*
g18185	*
g18185	*
g18185	*
g18188	AT4G20520
g18189	*
g1819	AT1G79350
g18193	*
g18194	*
g18195	*
g18199	*
g182	AT3G52930
g18200	*
g18201	*
g18202	*
g18205	*
g18206	*
g18206	*
g18207	*
g18208	*
g1821	*
g18212	*
g18213	*
g18214	*
g18215	*
g18216	*
g18217	*
g18218	*
g18219	*
g1822	*
g18220	*
g18221	*
g18222	*
g18229	*
g1823	*
g18230	*
g18231	*
g18232	*
g18234	*
g18235	AT4G12620
g18236	*
g18237	*
g18238	*
g18238	*
g1824	*
g18240	*
g18241	*
g18242	*
g18243	*
g18244	*
g18245	*
g18246	*
g18249	AT3G10350
g1825	*
g18250	*
g18251	AT5G51010
g18252	*
g18254	AT3G22300
g18255	AT5G13010
g18256	AT3G57630
g18257	AT3G13200
g18258	AT2G47770
g18259	*
g1826	AT1G79350
g18260	AT1G44446
g18261	AT1G30460
g18262	*
g18262	*
g18263	*
g18264	*
g18265	AT4G33540
g18266	*
g18267	*
g18268	*
g18269	*
g1827	AT3G27560
g1827	AT3G27560
g18270	*
g18271	*
g18273	*
g18274	AT4G20520
g18279	*
g1828	*
g1828	*
g1828	*
g18280	*
g18284	AT4G20520
g18284	*
g18285	*
g18286	*
g18288	*
g18289	*
g1829	*
g18290	*
g18291	*
g18292	*
g18293	AT3G60820
g18294	*
g18295	AT1G78420
g18296	*
g18297	*
g18298	*
g18299	*
g1830	*
g18300	*
g18301	*
g18302	*
g18303	*
g18306	*
g18308	AT4G20520
g18309	*
g1831	*
g18311	*
g18312	AT4G20520
g18313	*
g18314	*
g18315	*
g18316	*
g18318	*
g18319	*
g1832	*
g18322	*
g18323	*
g18324	*
g18326	*
g18327	*
g18328	*
g18329	*
g1833	*
g18330	*
g18332	*
g18333	*
g18334	*
g18335	*
g18337	*
g18339	*
g1834	*
g18340	*
g18341	*
g18342	*
g18343	*
g18344	AT3G01460
g18345	AT4G35350
g18346	AT5G01290
g18346	AT5G01290
g18347	*
g18348	*
g18349	*
g1835	*
g18352	*
g18354	*
g18355	*
g18357	*
g18358	*
g1836	*
g18360	*
g18361	*
g18362	*
g18363	*
g18364	*
g18365	*
g18366	AT2G35840
g18367	*
g18368	*
g18369	*
g1837	*
g18370	*
g18371	*
g18372	*
g18373	*
g18376	AT1G62870
g18378	*
g1838	*
g18380	AT3G50360
g18382	*
g18383	AT4G20520
g18384	*
g18385	*
g18386	*
g18387	AT4G35780
g18388	AT5G50920
g18389	*
g1839	*
g18390	*
g18391	*
g18392	*
g18393	*
g18394	*
g18395	AT5G28780
g18396	*
g18397	*
g18398	*
g18399	*
g1840	*
g18400	*
g18401	*
g18402	AT2G43030
g18403	*
g18404	*
g18405	*
g18406	AT1G09150
g18407	AT3G13180
g18408	AT5G22830
g18409	AT5G23580
g1841	*
g18410	*
g18412	*
g1842	*
g1843	AT5G06290
g1844	AT1G48160
g1845	AT1G55870
g1846	*
g1847	*
g1848	AT2G05170
g1849	*
g185	AT2G36170
g1850	AT5G13740
g1851	AT5G50100
g1852	*
g1853	*
g1854	*
g1855	*
g1855	*
g1856	AT2G19480
g1857	*
g1858	*
g1859	AT3G56160
g1860	AT3G56160
g1861	AT5G50260
g1862	*
g1863	AT4G13720
g1864	AT2G43940
g1865	*
g1866	AT5G17230
g1867	*
g1868	*
g1869	*
g1870	*
g1871	AT1G18170
g1871	AT1G18170
g1872	AT3G44100
g1873	AT3G17750
g1874	AT5G51300
g1875	AT5G58440
g1876	*
g1877	AT4G37860
g1878	AT3G04890
g1879	AT3G55030
g1880	AT2G43240
g1881	*
g1882	AT2G43240
g1883	AT2G31305
g1883	*
g1884	AT2G14720
g1885	*
g1886	AT1G71440
g1887	*
g1888	*
g1889	*
g189	*
g1890	AT4G13020
g1890	AT4G13020
g1891	*
g1892	*
g1893	AT3G04710
g1893	AT3G04710
g1894	AT2G39140
g1895	AT5G13410
g1896	*
g1897	AT5G65450
g1898	AT5G63860
g1899	AT2G40840
g19	AT1G78995
g1900	AT2G27680
g1901	*
g1902	AT1G79570
g1903	*
g1904	*
g1905	*
g1906	AT1G72640
g1907	*
g1908	*
g1909	*
g1910	*
g1910	*
g1911	*
g1912	*
g1913	*
g1914	*
g1915	AT4G24560
g1916	AT5G65450
g1917	*
g1918	*
g1919	*
g1920	AT1G78800
g1921	*
g1922	*
g1923	AT1G59870
g1924	*
g1925	*
g1927	*
g1929	*
g1937	AT3G15460
g194	*
g1949	AT1G17840
g1955	*
g1955	*
g196	AT1G53520
g196	AT1G53520
g1960	AT2G40580
g1961	*
g1962	AT1G62740
g1965	*
g197	AT3G04820
g1977	*
g1978	*
g1980	AT1G16520
g1981	AT5G63460
g1981	AT5G63460
g199	AT2G32040
g2	*
g200	AT5G19080
g2001	*
g2004	AT5G49470
g2005	AT3G63260
g201	*
g2019	*
g2024	*
g2025	AT3G25190
g2027	AT5G47690
g203	AT1G15160
g203	AT1G15160
g2033	*
g2039	*
g2041	AT1G13890
g2046	*
g2047	*
g2048	*
g2050	*
g2051	*
g2058	*
g206	*
g2064	*
g2068	AT5G22440
g207	AT2G41900
g2070	AT1G80900
g2086	*
g2088	*
g2088	*
g2089	*
g2094	*
g2099	*
g211	*
g2113	*
g213	AT2G40860
g2130	*
g2135	AT4G27080
g2137	AT2G45910
g2141	AT2G21440
g2147	*
g2152	*
g2165	AT3G24190
g2170	*
g2182	AT3G50940
g2194	*
g2197	*
g220	*
g2202	*
g2202	*
g2205	AT3G25190
g2214	AT1G09450
g2226	AT1G14000
g2230	AT5G12430
g2234	*
g2237	*
g2238	AT1G20540
g2246	*
g225	*
g2251	*
g2257	AT2G38220
g2258	AT1G24530
g226	*
g2260	AT1G20980
g2263	*
g2263	*
g2263	*
g2270	AT4G18370
g2285	AT5G11510
g2285	AT5G11510
g2287	*
g229	*
g2292	*
g2294	AT3G48750
g2295	*
g2303	*
g2304	AT1G73660
g2313	AT4G32830
g2316	*
g2335	*
g2342	*
g2343	AT4G23420
g2343	AT4G23420
g235	*
g2358	AT1G72710
g2366	*
g2367	*
g2379	AT5G19750
g2380	AT1G70600
g2381	*
g2385	AT2G10940
g2391	*
g2392	*
g2398	AT4G17420
g241	AT5G57390
g2413	AT3G57630
g2416	AT2G07698
g242	*
g242	*
g2420	AT3G51810
g2422	*
g2423	AT1G18160
g2423	AT1G18160
g2428	*
g2431	*
g244	*
g2440	*
g2442	*
g2443	*
g2451	*
g2452	*
g2460	*
g2477	*
g2481	*
g2487	*
g2496	*
g2497	AT1G68830
g2500	*
g2501	*
g2502	*
g2503	AT3G52990
g2503	AT3G52990
g2503	AT3G52990
g2511	*
g2524	AT1G62400
g2533	*
g2534	*
g2539	*
g2544	*
g2551	*
g2552	*
g2553	*
g2556	*
g256	*
g2565	AT1G03270
g2574	*
g2580	*
g2581	*
g2581	*
g2585	ATCG00065
g2586	AT4G17160
g2589	*
g2590	AT3G02850
g2592	AT3G57630
g2593	AT1G50510
g2594	*
g2595	AT1G56345
g2595	AT1G56345
g2596	*
g2597	AT1G20132
g2598	AT1G16010
g2599	*
g2600	*
g2600	*
g2601	*
g2602	AT1G73610
g2607	AT1G03750
g2608	*
g2608	*
g2608	*
g2609	*
g2611	AT3G06290
g2618	*
g2624	AT2G27710
g2625	*
g2627	*
g2630	*
g2632	*
g2635	*
g2636	*
g2637	*
g2637	*
g2638	*
g2639	*
g264	AT3G51000
g264	AT3G51000
g2640	*
g2641	*
g2644	AT1G16540
g2645	AT3G02760
g2646	*
g2664	*
g2671	*
g2675	*
g2678	*
g2679	*
g268	AT3G14400
g2682	*
g2683	*
g2684	*
g2685	*
g2686	*
g2687	*
g2687	*
g2687	*
g2687	*
g2688	*
g2688	*
g2689	*
g2689	*
g269	*
g2690	*
g2691	*
g2692	*
g2693	AT5G09590
